statecode,latitude,longitude
TX,34.941542,-100.896924
TX,33.214536,-97.767753
TX,34.232202,-102.735135
TX,32.9667,-102.8184
TX,30.176518,-96.896529
WI,42.873408,-87.943729
MN,46.730538,-92.180414
MN,43.631871,-95.588039
TX,26.14209,-97.91547
TN,36.073589,-87.121201
KY,37.865374,-82.788538
OK,36.5681,-95.21826
WI,42.663938,-88.540836
MN,45.130053,-93.183337
AZ,32.695128,-113.943829
AZ,32.695128,-113.943829
TX,31.846386,-102.365611
TN,36.62773,-86.56648
AZ,35.716264,-114.485681
AZ,35.716264,-114.485681
OH,41.464591,-82.018509
IA,43.401772,-94.820229
NJ,40.898505,-74.630659
OH,41.627561,-84.767331
MI,42.863844,-82.561693
WI,43.282225,-89.718032
IL,39.954665,-89.554013
PA,40.4833,-80.0697
WI,30.181852,-82.639027
IL,41.566534,-88.144001
IL,41.566534,-88.144001
SD,44.087777,-103.200431
TX,30.83838,-97.598319
MT,46.91212,-114.03535
AL,32.867755,-87.921626
IA,41.596959,-90.462534
MO,36.975173,-91.940557
TX,31.97087,-102.08332
TX,35.235782,-102.428624
NV,40.97461,-117.734144
UT,39.155469,-111.818997
PA,40.170562,-79.726535
FL,30.040566,-81.496928
OH,39.41822,-81.46492
SC,34.139461,-80.748271
GA,33.644434,-84.398738
IL,40.127639,-87.72546
IL,40.127639,-87.72546
IL,40.127639,-87.72546
GA,34.161959,-83.63104
KY,38.03634,-84.45488
TN,35.021209,-89.92002
GA,33.407815,-82.653867
IA,43.136991,-93.201378
KS,38.93866,-97.21501
TX,33.477433,-94.410034
IA,43.270977,-93.634783
IL,41.817454,-87.743331
IL,41.817454,-87.743331
KY,37.003711,-86.371632
IL,41.456193,-88.195721
IL,41.456193,-88.195721
MN,30.181852,-82.639027
GA,33.259832,-84.096778
IN,41.452288,-85.268198
WA,44.294557,-105.527927
WA,44.294557,-105.527927
WA,44.294557,-105.527927
IL,41.623958,-87.679829
MO,39.311131,-94.555572
OH,30.478381,-92.073696
MN,44.773396,-93.928614
AR,34.387572,-92.846639
GA,32.487267,-82.89557
PA,40.25988,-75.726822
IL,41.68265,-88.06671
IL,41.68265,-88.06671
IA,41.54458,-90.518578
ME,45.299438,-69.028662
CO,39.842763,-105.491305
WA,46.944913,-120.191474
WA,46.944913,-120.191474
WA,46.944913,-120.191474
WA,46.944913,-120.191474
MN,45.508717,-92.998305
OH,41.107319,-81.34741
IL,41.467528,-87.625881
KS,38.472697,-100.906011
OH,41.054415,-82.716176
TX,26.185219,-98.085455
KS,39.019971,-95.135161
OK,35.841191,-98.41324
VA,38.060064,-79.113586
MS,32.358948,-90.66743
AL,32.536551,-85.083942
MN,45.585874,-94.238448
TX,29.45174,-98.408729
WI,44.506725,-87.937766
TX,31.530283,-103.119461
NH,43.213581,-70.995057
MN,45.508717,-92.998305
UT,41.10351,-112.00387
TX,30.711452,-97.647723
IL,38.403099,-88.950238
IL,38.403099,-88.950238
IL,38.403099,-88.950238
IL,40.104941,-87.635827
IL,40.104941,-87.635827
AZ,32.270867,-109.244374
AZ,32.270867,-109.244374
CO,39.105935,-108.6089
MI,42.076968,-83.66892
MI,42.076968,-83.66892
MI,42.076968,-83.66892
MI,42.076968,-83.66892
VA,42.6053,-83.9236
OH,39.880287,-84.04951
IA,41.048867,-94.371564
MN,44.063838,-92.754427
PA,42.09845,-80.12227
IL,41.143114,-87.876726
IL,41.143114,-87.876726
TX,30.00639,-97.865768
IL,41.80596,-87.778003
OR,45.671686,-120.834568
NE,40.674507,-96.177895
OR,45.668097,-120.836372
UT,40.843339,-111.93035
AZ,33.346976,-111.644375
MA,42.549481,-71.571063
AZ,33.461528,-112.091271
AZ,33.534934,-112.181579
AZ,33.461528,-112.091271
AZ,33.428192,-112.069657
AZ,33.387984,-111.804235
IL,38.598911,-90.087668
IL,38.598911,-90.087668
IL,38.598911,-90.087668
IL,38.598911,-90.087668
WI,44.845055,-91.592581
PA,40.894136,-77.784954
TX,29.448169,-98.350795
VT,43.610033,-73.208369
GA,34.876327,-84.944613
NM,33.6468,-105.8714
TX,31.948866,-102.145855
NM,35.363898,-103.411568
TN,36.289576,-88.320756
AL,33.371575,-85.705494
MO,37.033239,-94.515679
IL,39.443949,-89.424785
IL,39.443949,-89.424785
IL,39.443949,-89.424785
MO,37.0671,-94.40596
GA,32.87663,-85.147793
MI,42.78529,-84.668084
MO,39.504809,-91.536417
MS,41.293421,-89.086355
TX,32.441776,-98.694524
AZ,34.728255,-114.315224
AZ,36.845249,-111.508231
OH,40.111093,-82.995852
AR,34.913171,-91.194453
MO,38.96362,-92.32165
MN,45.581275,-94.093758
NY,42.948168,-74.186091
NY,42.110612,-77.153247
SC,33.591813,-80.355763
KY,36.709575,-87.454901
KS,39.813051,-97.630493
MN,43.994075,-96.301757
SD,43.35057,-97.42127
SD,44.367421,-100.378042
SD,42.879189,-97.396138
IL,41.935548,-89.017515
IL,41.935548,-89.017515
UT,40.755902,-111.911723
MO,39.728837,-92.465468
IL,39.03784,-90.144179
IL,39.03784,-90.144179
IL,39.03784,-90.144179
IL,39.03784,-90.144179
IL,39.03784,-90.144179
IA,41.702925,-93.576019
IA,41.68645,-93.273154
MO,36.96881,-94.429725
MO,39.771847,-93.072986
IL,39.041787,-88.747625
IL,39.041787,-88.747625
IN,40.598825,-84.955924
IA,41.726219,-71.720355
MN,38.7041,-90.29589
IL,41.367786,-88.973698
IL,41.367786,-88.973698
IL,41.367786,-88.973698
MN,43.936159,-94.939079
NE,40.872348,-98.016753
OK,34.4428,-96.6355
IA,42.163201,-92.02755
KS,37.576076,-101.380199
OK,36.80403,-97.343267
WI,43.384931,-87.928138
AR,35.269892,-93.133619
OK,35.5121,-97.5549
KS,37.519192,-97.004639
KS,37.169262,-101.351479
KS,39.108085,-95.09415
OK,34.92729,-95.763384
MN,42.714658,-88.982745
NE,40.90678,-97.098333
WI,42.586888,-90.603465
IA,40.804474,-85.820833
IL,41.275688,-89.081596
IL,41.275688,-89.081596
IL,41.275688,-89.081596
TX,31.18061,-97.435859
IL,42.154058,-89.74637
IL,40.569884,-89.652115
IL,40.569884,-89.652115
IL,40.569884,-89.652115
OK,36.701678,-95.629351
IA,39.372049,-94.289918
MN,44.297183,-94.756712
IL,38.942245,-89.210463
KS,39.840715,-96.071594
IA,42.470005,-95.1334
KS,38.781774,-95.551317
KS,39.784611,-98.788295
OH,39.964012,-84.189457
IA,41.773439,-107.084078
MN,45.472075,-94.245464
NE,41.145161,-102.976039
GA,32.19123,-81.19457
NC,35.005481,-78.967587
SC,33.950647,-80.990383
TX,27.85069,-97.580979
GA,32.184022,-81.456053
OH,41.377964,-81.513245
WI,44.159923,-88.484968
MO,38.898122,-91.453613
TN,35.187837,-102.011289
NE,40.285629,-100.152949
UT,38.995129,-110.185162
UT,38.995129,-110.185162
OH,40.939473,-83.402702
TX,32.554267,-97.13179
TX,32.960106,-96.913278
WI,42.714658,-88.982745
NV,39.53322,-119.738627
NV,39.527426,-119.751112
NV,39.521071,-119.789227
NV,39.534899,-119.741139
NV,39.146476,-119.746422
AL,32.195353,-86.417322
NV,39.146476,-119.746422
NV,40.842368,-115.751443
NV,39.477012,-119.790667
NE,41.876006,-103.652738
CT,41.287651,-72.605295
FL,30.176879,-82.68695
TX,30.380984,-96.080551
TX,30.441433,-94.765671
NH,43.11294,-72.42879
IL,42.489035,-87.953391
IL,42.489035,-87.953391
ID,42.173548,-112.22666
NM,35.52975,-108.676304
PA,40.43972,-75.945702
PA,40.426276,-78.441118
PA,40.41515,-77.0127
PA,40.338763,-76.440723
MD,36.71156,-107.98261
WI,44.257257,-88.292971
GA,33.562335,-83.497062
OK,34.637409,-99.315918
OH,41.91444,-80.567411
TX,31.761908,-95.625412
VA,36.774771,-76.253399
VA,38.179265,-77.501682
VA,37.618326,-77.443775
MD,38.632618,-76.904059
VA,38.126755,-77.513785
VA,38.915661,-78.185874
VA,38.608832,-78.801494
VA,36.997922,-80.77994
VA,37.971738,-76.527728
VA,36.75943,-81.85774
VA,37.137874,-80.358984
VA,37.379955,-79.7202
VA,37.130427,-80.406348
VA,38.740363,-77.189911
VA,38.860577,-77.301083
MD,29.659646,-81.288024
MD,39.178215,-76.788698
MD,38.895288,-76.848505
MD,38.939343,-76.937126
MD,39.267028,-76.604198
MD,39.205792,-76.559367
MD,39.088717,-77.1739
MD,38.862916,-76.848456
MD,39.267028,-76.604198
AZ,35.684935,-114.467768
MD,38.42402,-75.56538
MD,39.252616,-76.572208
DE,39.733193,-75.541262
MD,39.147177,-76.633739
MD,43.051078,-76.152929
MD,38.929902,-76.898461
MD,39.143481,-77.219969
PA,40.129014,-74.90022
PA,39.909539,-75.272078
PA,40.383667,-76.629677
VA,37.3725,-76.350864
MD,29.659646,-81.288024
WV,39.457503,-77.963468
VA,36.75943,-81.85774
MD,39.59346,-77.732597
VA,39.17256,-78.169883
MD,39.336357,-77.378744
MD,39.404802,-77.354584
VA,38.631766,-77.799512
VA,38.976777,-77.408757
VA,38.812958,-77.521724
VA,38.794094,-77.447069
VA,37.522534,-77.310814
VA,38.896094,-77.430832
VA,38.471131,-78.006892
VA,38.452023,-77.985198
VA,38.579279,-77.765464
VA,38.89432,-77.14321
VA,38.296329,-77.505099
NC,36.059334,-79.687953
NC,35.691388,-78.883136
NC,36.083378,-80.0885
VA,39.115143,-77.564051
NC,35.868661,-78.55583
VA,38.2454,-77.4997
NC,35.713202,-78.6265
VA,38.2454,-77.4997
NC,34.80525,-82.819134
VA,38.2454,-77.4997
VA,38.257213,-77.350633
NC,34.289607,-77.905965
VA,38.128809,-79.036787
NC,34.272844,-78.024505
VA,37.959868,-76.771479
NC,35.524134,-78.298381
VA,38.2596,-77.3295
NC,35.743024,-78.649257
VA,37.373558,-77.501995
NC,35.008219,-78.817272
VA,37.688264,-77.452061
NC,36.059334,-79.687953
VA,37.487111,-77.872872
VA,0.0,0.0
NC,35.938152,-79.985099
VA,37.921757,-76.718613
VA,37.576081,-77.462865
NC,36.083378,-80.0885
NC,35.778411,-78.706934
NC,35.822811,-78.747983
NC,35.868661,-78.55583
VA,37.769266,-77.874607
VA,37.516262,-77.189642
VA,37.436521,-77.33344
NC,35.939032,-77.800239
NC,36.065425,-80.305695
NC,36.028133,-78.479715
VA,37.921757,-76.718613
VA,37.019704,-76.382774
VA,36.838924,-76.093597
VA,37.019704,-76.382774
VA,37.089172,-76.459088
VA,37.521076,-77.271492
VA,37.713527,-77.447763
VA,37.635749,-77.45152
VA,37.358694,-77.40402
VA,37.996951,-78.292245
VA,37.50636,-77.547562
VA,36.842462,-76.38099
VA,37.314352,-77.399618
VA,38.088575,-78.41701
VA,37.635749,-77.45152
VA,37.860121,-77.464254
VA,37.314352,-77.399618
VA,37.314352,-77.399618
AL,33.8575,-86.8067
TN,35.948359,-83.203292
KY,38.241993,-85.684606
CT,41.3917,-73.536
CT,41.07139,-73.480707
MA,41.938221,-70.625321
MD,29.659646,-81.288024
IA,42.158757,-92.03844
MN,44.435889,-93.187374
TX,30.62719,-96.543336
IL,41.29512,-89.082912
IL,41.29512,-89.082912
TX,29.652673,-97.658995
TX,31.8525,-103.069832
IL,40.89822,-90.660043
IL,40.89822,-90.660043
IL,40.89822,-90.660043
WI,43.949301,-88.084822
IA,42.186966,-93.566824
IL,41.904096,-88.038141
AZ,34.255948,-110.024127
NV,39.47545,-118.78686
NV,39.18159,-119.72307
UT,37.600565,-113.163114
CO,38.151841,-107.749154
PA,41.140811,-77.371569
OH,41.21266,-80.9567
NV,39.146476,-119.746422
OH,39.245001,-84.595512
AZ,34.723703,-114.315417
MI,41.933154,-85.652469
PA,39.963735,-76.728303
IL,37.621605,-88.987405
IL,37.621605,-88.987405
TN,36.065132,-86.428333
AL,34.618833,-87.052979
OR,44.6134,-121.137
MN,44.543369,-93.585899
FL,30.629706,-81.560487
NC,36.501003,-80.63574
SC,33.394854,-81.431378
UT,38.75819,-112.08537
NM,35.52975,-108.676304
IL,39.793161,-88.266061
IL,39.793161,-88.266061
IL,39.793161,-88.266061
UT,40.302094,-109.990024
GA,46.470648,-84.362309
SC,34.445017,-79.374757
WI,44.327018,-91.918689
GA,31.976958,-83.756135
IL,37.744,-88.9398
IL,37.744,-88.9398
IL,42.09336,-88.257758
TX,30.81183,-97.610531
IA,42.019463,-91.631745
MN,46.43176,-92.76053
TX,31.758486,-106.401888
NY,42.573162,-79.085144
NY,42.573162,-79.085144
GA,33.446623,-82.086558
OK,36.0315,-95.9496
OH,39.904616,-84.38899
IL,41.862089,-88.1947
IL,41.862089,-88.1947
WA,47.09915,-119.318518
WA,47.09915,-119.318518
IA,42.23945,-91.18978
TX,35.27069,-101.59311
MO,39.394269,-92.411009
IA,41.150944,-92.624253
AL,31.206094,-85.352079
IL,41.535354,-87.5823
IL,41.68265,-88.06671
IL,41.68265,-88.06671
PA,41.762816,-76.433396
IL,41.171003,-87.849956
IL,41.171003,-87.849956
IL,41.171003,-87.849956
IL,41.171003,-87.849956
IL,41.4801,-88.08101
IL,41.4801,-88.08101
TX,32.634517,-97.372333
NE,41.122032,-100.762468
SC,33.096451,-80.235441
OK,36.767688,-98.648097
KS,37.761626,-97.323327
IA,42.452119,-94.671388
TX,29.5507,-98.5844
WI,45.706434,-90.417748
WI,43.086494,-88.761249
AL,34.396032,-85.62874
CT,41.324234,-72.88268
OR,41.773439,-107.084078
VA,37.779746,-76.328487
IN,38.69418,-87.49672
TX,32.75607,-94.355407
GA,33.401412,-82.005693
IL,39.811124,-89.468237
IL,39.811124,-89.468237
GA,32.126771,-81.239232
GA,33.090449,-82.014491
NM,32.269267,-107.767587
AZ,32.721034,-111.509194
AZ,0.0,0.0
FL,30.303008,-81.976297
SC,34.17581,-80.96916
TX,29.60051,-97.96413
NC,35.240505,-80.90851
SC,34.95096,-82.17817
TX,31.923728,-94.682984
TX,28.669197,-99.170292
NM,34.594272,-105.189224
NC,35.411245,-78.035256
WA,48.815301,-122.555514
IL,41.772466,-88.441326
WI,43.086745,-88.761182
IL,40.622717,-88.8182
IL,40.622717,-88.8182
IL,42.2162,-89.1076
IL,42.2162,-89.1076
IL,42.2162,-89.1076
IL,42.2162,-89.1076
IA,41.90679,-95.058867
MN,45.298507,-96.431024
IN,39.529921,-85.742573
NE,40.813407,-96.429647
OK,35.985411,-97.051612
IA,42.892941,-93.202776
MI,43.59721,-84.90708
ID,42.924687,-114.940688
IL,38.722,-88.0945
IL,38.722,-88.0945
IL,38.722,-88.0945
IL,38.722,-88.0945
IL,38.722,-88.0945
IL,38.722,-88.0945
OH,41.416321,-84.106962
OH,41.416321,-84.106962
WI,44.327018,-91.918689
MN,43.825856,-91.305034
WI,0.0,0.0
FL,0.0,0.0
MI,0.0,0.0
MI,47.642732,-52.951831
NC,35.593149,-78.129695
OH,41.247507,-82.590264
NY,0.0,0.0
PA,41.832859,-77.283951
SC,0.0,0.0
CO,0.0,0.0
IL,41.434064,-88.189665
IL,41.434064,-88.189665
IL,0.0,0.0
IL,41.434064,-88.189665
IL,41.434064,-88.189665
NV,41.329021,-105.610322
IN,40.57361,-85.67712
ND,46.921434,-98.016644
TX,31.89876,-97.091415
TX,0.0,0.0
GA,32.126771,-81.239232
GA,0.0,0.0
MS,0.0,0.0
SC,34.293356,-81.545961
SC,34.969261,-81.93488
PA,40.580063,-75.70773
SC,34.51382,-82.647393
WI,42.69916,-87.91572
GA,32.824631,-83.657081
SC,34.020423,-81.134441
WY,41.5282,-109.4661
WY,41.5282,-109.4661
UT,40.65359,-112.02557
OK,36.727666,-95.933546
OK,35.526222,-98.706068
OK,35.636685,-98.317861
OK,28.1895,-82.61615
OK,0.0,0.0
MN,43.954459,-92.064198
AL,34.092673,-88.004676
NE,0.0,0.0
CT,42.110198,-72.611466
SC,33.458092,-80.729823
NV,0.0,0.0
IL,41.550908,-87.792442
IL,41.550908,-87.792442
IL,41.550908,-87.792442
VA,37.443624,-77.440091
FL,0.0,0.0
TX,0.0,0.0
AR,0.0,0.0
AR,36.224477,-94.136748
AR,0.0,0.0
CO,0.0,0.0
CO,0.0,0.0
IA,0.0,0.0
IA,0.0,0.0
MO,0.0,0.0
MO,0.0,0.0
MO,0.0,0.0
MS,0.0,0.0
TX,29.232403,-98.58328
NE,41.380197,-81.986291
IL,0.0,0.0
IL,0.0,0.0
WY,0.0,0.0
TX,31.89876,-97.091415
LA,29.950146,-89.960873
MO,40.130989,-95.243152
TN,0.0,0.0
TN,0.0,0.0
AZ,0.0,0.0
UT,0.0,0.0
ID,0.0,0.0
TX,0.0,0.0
MS,0.0,0.0
FL,0.0,0.0
AL,33.613611,-85.791976
AZ,35.238602,-111.822032
PA,39.994507,-76.029147
SC,34.496769,-81.84409
TX,0.0,0.0
MO,38.954386,-93.087311
MO,37.149829,-92.752486
ND,46.256746,-96.5843
AL,0.0,0.0
OH,41.107922,-81.050233
MI,0.0,0.0
OH,0.0,0.0
CO,37.616619,-104.75606
NM,0.0,0.0
WV,0.0,0.0
TN,0.0,0.0
MI,42.3748,-85.6595
MI,0.0,0.0
MI,42.3748,-85.6595
UT,0.0,0.0
ID,42.710366,-114.516981
TX,0.0,0.0
AZ,34.503438,-112.24309
TX,0.0,0.0
FL,0.0,0.0
FL,0.0,0.0
WI,42.90415,-88.85545
AZ,0.0,0.0
AZ,0.0,0.0
TX,0.0,0.0
SC,32.269608,-81.079598
MS,34.790977,-89.448927
WA,0.0,0.0
FL,26.611802,-81.8056
LA,0.0,0.0
OH,39.892696,-82.883397
FL,0.0,0.0
GA,31.475745,-84.117733
IL,38.625186,-88.96798
IL,0.0,0.0
IL,0.0,0.0
IL,0.0,0.0
WV,39.006144,-80.271279
TX,32.073363,-96.448248
TX,31.556758,-97.120169
MI,42.257577,-84.358585
MI,42.257577,-84.358585
IL,40.146609,-89.385622
IA,41.967307,-91.670822
WI,44.026143,-90.074927
TX,29.12924,-98.895192
KY,36.990458,-88.372752
TN,35.679553,-88.830949
OH,39.601737,-82.547957
FL,29.006936,-82.006352
AL,32.619909,-85.395096
OK,33.998251,-96.428994
LA,32.246649,-101.497631
WI,43.427298,-88.159064
WI,44.667329,-90.172254
IL,41.998749,-87.960898
IL,41.998749,-87.960898
IL,41.998749,-87.960898
IL,41.998749,-87.960898
IL,41.998749,-87.960898
IL,41.998749,-87.960898
FL,28.666889,-80.873248
KS,38.759109,-94.964292
IA,43.148902,-93.221909
WI,45.223226,-87.995646
UT,40.297818,-111.732918
SC,34.73989,-82.435305
LA,0.0,0.0
OH,41.314892,-82.022177
WY,41.30962,-105.57449
MA,42.199605,-71.207132
AL,33.365788,-87.004837
NY,43.065433,-76.506843
NY,43.065433,-76.506843
WI,43.791474,-91.209773
NM,32.120488,-103.192939
TX,32.470868,-100.40531
TX,31.8461,-103.0891
TX,34.188496,-101.707264
TX,32.716724,-100.932929
TX,32.197031,-98.255294
WI,42.984881,-90.655145
IA,41.6808,-93.5958
MN,44.3287,-94.4764
TN,36.019442,-87.336615
MN,44.720804,-94.481839
TX,32.109463,-98.329449
TX,33.19556,-101.378723
TX,31.691982,-98.996799
TX,32.326891,-99.74929
TX,32.470868,-100.40531
NM,32.696821,-103.126234
TX,31.762601,-103.153735
TX,32.32647,-102.54831
TX,31.898031,-98.598847
NM,32.834955,-104.397261
NM,34.42487,-103.62711
TX,31.898031,-98.598847
TX,32.197031,-98.255294
TX,31.421457,-103.491802
TX,26.14209,-97.91547
NM,32.409451,-104.22815
TX,32.449657,-99.751162
TX,31.420692,-100.439808
TX,31.373037,-100.282128
TX,32.197031,-98.255294
TX,32.22475,-98.227608
OH,40.350103,-84.159824
WI,43.616208,-88.501935
WI,42.804449,-87.83622
TX,31.570615,-102.909038
IA,41.559257,-90.575899
ID,0.0,0.0
NM,35.52975,-108.676304
MO,39.369603,-93.484622
MN,46.921982,-95.058379
FL,26.418778,-81.426166
CO,40.162088,-104.976534
AZ,33.463021,-112.176066
AR,34.678048,-92.358369
WI,46.01238,-91.48513
WI,43.440918,-88.856477
IN,41.5265,-85.0523
SD,43.461418,-96.808666
OH,39.81795,-84.005046
IL,40.4588,-87.687228
IL,40.4588,-87.687228
IL,40.4588,-87.687228
IL,40.4588,-87.687228
IA,41.683275,-93.042349
NE,41.206625,-96.63611
SC,34.445017,-79.374757
IL,38.760334,-90.096838
IL,38.760334,-90.096838
IL,38.760334,-90.096838
AR,34.778612,-92.253458
IL,41.234902,-87.663685
IL,41.234902,-87.663685
MN,45.316025,-94.29814
TX,32.423978,-97.230902
WI,43.78421,-88.40619
GA,31.677127,-84.296139
IA,41.765656,-93.725732
MO,39.0125,-94.0671
MN,45.029736,-92.961868
AZ,33.680449,-112.403559
AZ,33.428192,-112.069657
AZ,33.448204,-112.072585
AZ,33.461528,-112.091271
AZ,33.463303,-112.179699
AZ,33.428192,-112.069657
AZ,33.41518,-111.8315
AZ,33.266131,-111.958788
AZ,33.30273,-111.841364
AZ,33.414922,-111.549907
AZ,32.276018,-111.014686
AZ,32.276018,-111.014686
AZ,32.276018,-111.014686
TX,31.621479,-106.288237
WI,42.866093,-89.602358
AZ,33.463303,-112.179699
TN,36.350898,-86.715732
IA,41.95546,-91.720842
IA,43.186627,-95.839582
NC,35.278211,-80.808658
WY,44.290276,-105.474803
ID,43.590532,-111.963464
GA,32.07871,-81.195098
FL,30.425547,-89.134258
WA,47.6762,-117.24048
WA,47.6762,-117.24048
WA,47.6762,-117.24048
WA,47.6762,-117.24048
UT,40.452414,-109.545737
KY,37.681571,-85.842558
OH,40.371799,-83.725678
MO,37.251078,-93.181008
WI,43.814079,-90.074221
IA,41.596052,-90.528101
WI,44.1118,-88.6948
NV,36.14274,-115.27986
NM,34.761456,-106.784032
TX,33.72005,-102.759498
NM,33.399331,-104.522539
NM,32.703704,-103.128001
TX,33.66626,-101.68215
NM,34.401077,-103.195988
TX,34.185671,-101.736479
TX,33.483223,-100.855748
TX,35.645604,-101.59216
TX,36.37446,-103.0186
NM,32.711518,-103.146775
NM,32.703704,-103.128001
TX,33.166473,-99.733332
TX,32.470868,-100.40531
TX,33.136695,-100.227311
TX,34.474664,-101.304457
TX,32.943596,-99.789204
TX,33.66626,-101.68215
TX,32.470868,-100.40531
NM,32.414182,-104.240049
TX,32.634703,-100.763471
TX,34.152617,-99.304803
TX,30.213577,-97.139637
WI,42.830619,-88.709456
WI,44.2937,-90.8305
GA,34.221806,-85.286595
GA,34.377408,-84.392854
TX,36.076652,-102.536717
ND,48.570063,-97.1893
MT,47.475031,-111.361108
GA,31.961047,-83.753836
SC,34.708989,-81.182149
IN,38.693669,-87.497789
IN,38.693669,-87.497789
UT,38.981199,-112.323212
UT,38.981199,-112.323212
SD,43.604138,-96.712132
AL,33.646698,-85.506042
MO,36.75928,-89.537858
IN,38.227995,-86.365879
LA,32.598357,-92.595539
NY,43.00195,-78.404883
IN,39.615436,-86.116235
OH,40.797476,-81.765785
WI,45.16174,-89.14765
WI,43.009447,-89.73107
WI,44.327018,-91.918689
TX,32.373532,-98.969398
KS,37.960709,-100.833498
UT,37.109676,-113.587966
WI,42.792342,-88.384841
IA,43.404472,-95.721434
VT,44.449823,-72.023742
KY,38.157673,-84.888208
GA,34.152705,-83.640448
FL,28.472944,-81.416818
NM,31.8676,-106.6969
IL,38.31543,-88.90359
IL,38.31543,-88.90359
IL,38.31543,-88.90359
IL,38.31543,-88.90359
NY,42.90272,-76.835882
NC,35.255136,-80.801607
AR,35.052315,-90.765488
AL,32.296955,-86.196507
WI,44.84035,-92.60391
WI,42.82153,-88.74626
LA,30.692112,-92.427778
AL,33.17025,-87.395074
OH,40.898929,-81.437124
TN,34.723703,-114.315417
NY,42.96438,-76.847977
PA,41.552031,-75.912297
WY,44.290276,-105.474803
WI,44.799799,-91.46986
KS,38.707742,-95.074747
NV,38.993969,-119.1819
NV,40.642478,-116.935593
NM,34.959025,-106.66044
CO,40.519102,-104.708795
CA,32.764853,-115.500601
WI,43.049884,-91.141227
WI,44.516671,-88.02398
OK,35.797986,-95.400815
TX,34.641856,-102.723171
TX,32.326891,-99.74929
NM,32.683682,-107.154504
TX,31.89876,-97.091415
NY,42.938662,-74.336118
IA,43.270977,-93.634783
ND,47.356931,-102.757831
TX,31.831996,-106.532321
MN,44.181364,-93.965406
CT,41.93017,-72.71159
KS,38.785935,-94.927844
MO,36.0165,-89.87048
FL,28.52228,-82.234282
VA,37.184915,-77.320314
FL,28.00155,-82.355568
GA,32.484403,-82.936186
TX,47.248762,-68.600839
TX,47.248762,-68.600839
NM,36.439424,-103.176451
AL,33.221252,-86.80433
WI,43.72649,-87.73486
UT,41.679826,-112.141193
SC,34.78492,-80.459109
FL,27.840798,-81.586029
NY,42.179443,-73.758409
NY,42.179443,-73.758409
NM,36.409574,-104.595539
OK,36.873811,-95.021734
IN,41.6644,-85.7237
MO,39.71191,-91.358398
NM,33.371722,-105.245529
TX,34.06603,-102.522331
TX,32.909652,-97.576485
TX,31.72559,-96.17767
NC,35.686633,-78.549545
ON,42.050586,-73.692613
ON,42.050586,-73.692613
ON,42.050586,-73.692613
ON,42.050586,-73.692613
ON,42.050586,-73.692613
ON,42.050586,-73.692613
AZ,32.829523,-109.695681
UT,40.65359,-112.02557
NM,32.898425,-105.960108
TX,33.500563,-102.019369
WA,47.102584,-119.341493
MN,45.512369,-94.285667
OK,35.440587,-95.969679
GA,32.542678,-83.070769
FL,30.368606,-81.668974
SC,35.16808,-81.45071
OK,35.072654,-98.246655
TX,32.78868,-98.109631
FL,29.486355,-82.859413
MO,35.594066,-97.436685
NC,36.099103,-79.696064
TX,34.18846,-101.7486
AL,30.55505,-88.14657
AL,31.68396,-87.78099
NV,40.73703,-114.057374
CO,37.47762,-105.8991
GA,30.680712,-83.218989
AL,33.17904,-86.779954
MN,45.580137,-93.219251
NC,36.37607,-80.48879
AL,34.618854,-87.031024
GA,32.336101,-81.259142
MS,34.179992,-88.705704
TN,35.844142,-86.450224
TN,35.909672,-86.378771
TX,33.583901,-102.170202
TX,29.609455,-98.267901
OH,39.41822,-81.46492
GA,33.945963,-83.754311
AZ,33.428192,-112.069657
AZ,36.90426,-111.48377
TX,32.454787,-97.258836
TX,32.388476,-100.868008
FL,30.524768,-84.497576
MO,37.956753,-91.775747
TN,37.082102,-88.634673
TX,32.75647,-98.936414
TX,26.14209,-97.91547
TX,30.035046,-97.846784
OH,41.10299,-81.481017
CO,37.23025,-107.83963
IL,42.100677,-89.012908
IN,38.22396,-86.58903
MN,45.209616,-96.020313
MO,37.125224,-92.095746
CT,41.925687,-72.25951
AR,35.4601,-93.4801
NE,41.448156,-97.732244
TX,35.030408,-101.920272
WV,39.507912,-77.968369
MN,43.421676,-75.885309
FL,28.521659,-82.229439
NC,35.77005,-80.85539
TX,32.219229,-97.784812
SC,34.6298,-82.5994
MN,43.651725,-93.353444
IN,40.373577,-86.77971
TX,35.090805,-101.847422
MS,33.953129,-90.757181
IA,41.705115,-94.925945
IL,41.627121,-87.737467
IL,41.627121,-87.737467
IL,41.627121,-87.737467
IL,41.544133,-88.035281
TX,31.230036,-94.769755
TX,32.4768,-100.0121
TX,32.391676,-100.838955
WI,42.560143,-88.976875
WI,43.192592,-88.26232
TX,35.11113,-101.360638
GA,34.18627,-83.593681
MI,42.931738,-85.72212
MI,42.931738,-85.72212
WI,43.788915,-91.238063
LA,32.469177,-93.840026
PA,41.329021,-105.610322
IA,41.63448,-93.534221
WI,42.611241,-87.878218
FL,30.091649,-83.577059
WI,44.42742,-88.05558
VA,38.99424,-79.114627
TX,32.854854,-96.559731
TX,27.80115,-97.3934
SC,33.987965,-81.072884
PA,39.989686,-75.256736
VA,37.314352,-77.399618
TN,35.018557,-85.379329
IA,42.468611,-92.059569
UT,38.994421,-110.184112
AR,35.808098,-90.717346
AR,35.808098,-90.717346
